Title	Authors	Pdf	Presentation	Volume_Name	Notes
Dictionary development workflow for MT: design and management	Mike Dillinger	http://www.mt-archive.info/00/MTS-2001-Dillinger.pdf			Main conference papers
The importance of MT for the survival of minority languages: Spanish-Galician MT system	Inés Diz Gamallo	http://www.mt-archive.info/00/MTS-2001-Diz.pdf			Main conference papers
FUDR-based MT, head switching and the lexicon	Kurt Eberle	http://www.mt-archive.info/00/MTS-2001-Eberle.pdf			Main conference papers
Multilingual authoring through an artificial language.	Marcos Franco Sabarís and José Luis Rojas Alonso and C. Dafonte and B. Arcay	http://www.mt-archive.info/00/MTS-2001-Franco.pdf			Main conference papers
Evaluation method for determining groups of users who find MT "useful".	M. Fuji and N. Hatanaka and E. Ito and S. Kamei and H. Kumai and T. Sukehiro and T. Yoshimi and H. Isahara	http://www.mt-archive.info/00/MTS-2001-Fuji.pdf			Main conference papers
Using machine learning for system-internal evaluation of transferred linguistic representations.	Michael Gamon and Hisami Suzuki and Simon Corston-Oliver	http://www.mt-archive.info/00/MTS-2001-Gamon.pdf	http://www.mt-archive.info/00/MTS-2001-Gamon.pdf		Main conference papers
Search algorithms for statistical machine translation based on dynamic programming and pruning techniques.	Ismael García-Varea and Francisco Casacuberta	http://www.mt-archive.info/00/MTS-2001-Garcia-Varea.pdf			Main conference papers
PolVerbNet: an experimental database for Polish verbs	Barbara Gawronska	http://www.mt-archive.info/00/MTS-2001-Gawronska.pdf			Main conference papers
Derivational morphology to the rescue: how it can help resolve unfound words in MT.	Claudia Gdaniec and Esmé Manandise and Michael C. McCord	http://www.mt-archive.info/00/MTS-2001-Gdaniec.pdf			Main conference papers
Semi-automatic evaluation of the grammatical coverage of machine translation systems.	A. Guessoum and R. Zantout	http://www.mt-archive.info/00/MTS-2001-Guessoum.pdf			Main conference papers
Large scale language independent generation using thematic hierarchies	Nizar Habash and Bonnie Dorr	http://www.mt-archive.info/00/MTS-2001-Habash.pdf			Main conference papers
AGILE - a system for multilingual generation of technical instructions.	Anthony Hartley and Donia Scott and John Bateman and Danail Dochev	http://www.mt-archive.info/00/MTS-2001-Hartley.pdf			Main conference papers
Decision lists for determining adjective dependency in Japanese.	Taiichi Hashimoto and Kosuke Nishidate and Kiyoaki Shirai and Takenobu Tokunaga and Hozumi Tanaka	http://www.mt-archive.info/00/MTS-2001-Hashimoto.pdf			Main conference papers
ALT-J/C: a prototype Japanese-to-Chinese automatic language translation system.	Minoru Hayashi and Setsuo Yamada and Akira Kataoka and Akio Yokoo	http://www.mt-archive.info/00/MTS-2001-Hayashi.pdf			Main conference papers
PRIME: a system for multi-lingual patent retrieval.	Shigeto Higuchi and Masatoshi Fukui and Atsushi Fujii and Tetsuya Ishikawa	http://www.mt-archive.info/00/MTS-2001-Higuchi.pdf			Main conference papers
Machine translation using bilingual term entries extracted from parallel texts	Tatsuya Izuha	http://www.mt-archive.info/00/MTS-2001-Izuha.pdf			Main conference papers
Generation of named entities	Marisa Jiménez	http://www.mt-archive.info/00/MTS-2001-Jimenez.pdf			Main conference papers
Ontology-based word sense disambiguation using semi-automatically constructed ontology.	Sin-Jae Kang and Jong-Hyeok Lee	http://www.mt-archive.info/00/MTS-2001-Kang.pdf			Main conference papers
WASP-Bench: an MT lexicographers' workstation supporting state-of-the-art lexical disambiguation.	Adam Kilgarriff and David Tugwell	http://www.mt-archive.info/00/MTS-2001-Kilgarriff.pdf			Main conference papers
A test suite for evaluation of English-to-Korean machine translation systems.	Sungryong Koh and Jinee Maeng and Ji-Young Lee and Young-Sook Chae and Key-Sun Choi	http://www.mt-archive.info/00/MTS-2001-Koh.pdf			Main conference papers
Integrating bilingual lexicons in a probabilistic translation assistant.	Philippe Langlais and George Foster and Guy Lapalme	http://www.mt-archive.info/00/MTS-2001-Langlais.pdf			Main conference papers
SPANAM® and ENGSPAN® for Windows 2000: an MT pioneer keeps up with technology	Marjorie León	http://www.mt-archive.info/00/MTS-2001-Leon.pdf			Main conference papers
Combining tools to improve automatic translation	Terence Lewis	http://www.mt-archive.info/00/MTS-2001-Lewis.pdf			Main conference papers
The Open Lexicon Interchange Format (OLIF) comes of age.	Christian Lieske and Susan McCormick and Gregor Thurmair	http://www.mt-archive.info/00/MTS-2001-Lieske.pdf			Main conference papers
Utilizing agglutinative features in Japanese-Uighur machine translation.	Muhtar Mahsut and Yasuhiro Ogawa and Kazue Sugino and Yasuyoshi Inagaki	http://www.mt-archive.info/00/MTS-2001-Mahsut.pdf			Main conference papers
Evaluation of machine translation systems at CLS Corporate Language Services AG.	Elisabeth Maier and Anthony Clarke and Hans-Udo Stadler	http://www.mt-archive.info/00/MTS-2001-Maier.pdf			Main conference papers
Scaling the ISLE taxonomy: development of metrics for the multi-dimensional characterization of machine translation quality.	Keith J. Miller and Michelle Vanni	http://www.mt-archive.info/00/MTS-2001-Miller-1.pdf			Main conference papers
Pronominal anaphora resolution in KANTOO English-to-Spanish machine translation system.	Teruko Mitamura and Eric Nyberg and Enrique Torrejon and David Svoboda and Kathryn Baker	http://www.mt-archive.info/00/MTS-2001-Mitamura.pdf			Main conference papers
Multiple argument ellipses resolution in Japanese	Shigeko Nariyama	http://www.mt-archive.info/00/MTS-2001-Nariyama.pdf			Main conference papers
Morpho-syntactic analysis for reordering in statistical machine translation	Sonja Niessen and Hermann Ney	http://www.mt-archive.info/00/MTS-2001-Niessen.pdf			Main conference papers
Statistical multi-source translation	Franz Josef Och and Hermann Ney	http://www.mt-archive.info/00/MTS-2001-Och-1.pdf			Main conference papers
Implicit cues for explicit generation: using telicity as a cue for tense structure in a Chinese to English MT system	Mari Olsen and David Traum and Carol van Ess-Dykema and Amy Weinberg	http://www.mt-archive.info/00/MTS-2001-Olsen.pdf			Main conference papers
Translation knowledge recycling for related languages	Michael Paul	http://www.mt-archive.info/00/MTS-2001-Paul.pdf			Main conference papers
The Commission´s MT system: today and tomorrow	Angeliki Petrits and Francine Braun-Chen and Jesús Manuel Martínez García and Cameron Ross and Rosemarie Sauer and Angelo Torquati and Alain Reichling	http://www.mt-archive.info/00/MTS-2001-Petrits.pdf			Main conference papers
Rapid assembly of a large-scale French-English MT system.	Jessie Pinkham and Monica Corston-Oliver and Martine Smets and Martine Pettenaro	http://www.mt-archive.info/00/MTS-2001-Pinkham.pdf			Main conference papers
Ape: reducing the monkey business in post-editing by automating the task intelligently.	Claus Povlsen and Annelise Bech	http://www.mt-archive.info/00/MTS-2001-Povlsen.pdf			Main conference papers
Cognates alignment	António Ribeiro and Gaël Dias and Gabriel Lopes and João Mexia	http://www.mt-archive.info/00/MTS-2001-Ribeiro.pdf			Main conference papers
Achieving commercial-quality translation with example-based methods.	Stephen Richardson and William Dolan and Arul Menezes and Jessie Pinkham	http://www.mt-archive.info/00/MTS-2001-Richardson.pdf			Main conference papers
Managing translation and localisation projects with LTC Organiser	Adriane Rinsche	http://www.mt-archive.info/00/MTS-2001-Rinsche.pdf			Main conference papers
A morphological analyser for machine translation based on finite-state transducers.	Alberto Sanchis and David Picó and Joan Miquel del Val and Ferran Fabregat and Jesús Tomás and Moisés Pastor and Francisco Casacuberta and Enrique Vidal	http://www.mt-archive.info/00/MTS-2001-Sanchis.pdf			Main conference papers
New generation Systran translation system	Jean Senellart and Péter Dienes and Tamás Váradi	http://www.mt-archive.info/00/MTS-2001-Senellart-1.pdf			Main conference papers
Resource alignment for machine translation or implicit transfer.	Jean Senellart and Mirko Plitt and Christophe Bailly and Françoise Cardoso	http://www.mt-archive.info/00/MTS-2001-Senellart-2.pdf			Main conference papers
CaptionEye/EK: a English-to-Korean caption translation system using the sentence pattern.	Young-Ae Seo and Yoon-Hyung Roh and Ki-Young Lee and Sang-Kyu Park	http://www.mt-archive.info/00/MTS-2001-Seo.pdf			Main conference papers
Collaborative translation environment on the Web.	Sayori Shimohata and Mihoko Kitamura and Tatsuya Sukehiro and Toshiki Murata	http://www.mt-archive.info/00/MTS-2001-Shimohata.pdf			Main conference papers
Sub-sentential exploitation of translation memories	Michel Simard and Philippe Langlais	http://www.mt-archive.info/00/MTS-2001-Simard.pdf			Main conference papers
Using information technology to optimise translation processes at PricewaterhouseCoopers Madrid	Ross Smith	http://www.mt-archive.info/00/MTS-2001-Smith.pdf			Main conference papers
Precise measurement method of a speech translation system's capability with a paired comparison method between the system and humans	Fumiaki Sugaya and Keiji Yasuda and Toshiyuki Takezawa and Seiichi Yamamoto	http://www.mt-archive.info/00/MTS-2001-Sugaya.pdf			Main conference papers
Converting a bilingual dictionary into a bilingual knowledge bank based on the synchronous SSTC.	Enya Kong Tang and Mosleh H. Al-Adhaileh	http://www.mt-archive.info/00/MTS-2001-Tang.pdf			Main conference papers
Monotone statistical translation using word groups.	Jesús Tomás and Francisco Casacuberta	http://www.mt-archive.info/00/MTS-2001-Tomas.pdf			Main conference papers
Translatability checker: a tool to help decide whether to use MT	Nancy Underwood and Bart Jongejan	http://www.mt-archive.info/00/MTS-2001-Underwood.pdf			Main conference papers
Sentence boundary detection: a comparison of paradigms for improving MT quality.	Daniel J. Walker and David E. Clements and Maki Darwin and Jan W. Amtrup	http://www.mt-archive.info/00/MTS-2001-Walker.pdf			Main conference papers
An automatic evaluation method of translation quality using translation answer candidates queried from a parallel corpus	Keiji Yasuda and Fumiaki Sugaya and Toshiyuki Takezawa and Seiichi Yamamoto and Masuzo Yanagida	http://www.mt-archive.info/00/MTS-2001-Yasuda.pdf			Main conference papers
An automatic evaluation method for machine translation using two-way MT.	Shoichi Yokoyama and Hideki Kashioka and Akira Kumano and Masaki Matsudaira and Yoshiko Shirokizawa and Shuji Kodama and Terumasa Ehara and Shinichiro Miyazawa and Yuzo Murata	http://www.mt-archive.info/00/MTS-2001-Yokoyama.pdf			Main conference papers
Pre-processing of bilingual corpora for Mandarin-English EBMT.	Ying Zhang and Ralf Brown and Robert Frederking and Alon Lavie	http://www.mt-archive.info/00/MTS-2001-Zhang.pdf			Main conference papers
