Title	Authors	Pdf	Presentation	Volume_Name	Pages	Notes
On problems of address in an automatic dictionary of French	PIERRE MEILE	http://www.mt-archive.info/50/NPL-1961-Meile.pdf			379	
Presentation and discussion of paper		http://www.mt-archive.info/50/NPL-1961-Josselson-2.pdf			400	
Multiple meaning in machine translation	AMELIA JANIOTIS and HARRY H. JOSSELSON	http://www.mt-archive.info/50/NPL-1961-Janiotis.pdf			405	
Discussion on paper		http://www.mt-archive.info/50/NPL-1961-Edmundson-1.pdf			415	
Mechanised semantic classification	KAREN SPARCK-JONES	http://www.mt-archive.info/50/NPL-1961-Sparck-Jones.pdf			417	
Discussion on paper		http://www.mt-archive.info/50/NPL-1961-McDaniel-8.pdf				
Semantic message detection for machine translation, using an interlingua	MARGARET MASTERMAN	http://www.mt-archive.info/50/NPL-1961-Masterman.pdf			437	
Discussion on paper 36		http://www.mt-archive.info/50/NPL-1961-Edmundson-2.pdf			475	
Russian—СЯ verbs; impersonally used verbs, and subject-object ambiguities	IRINA LYNCH	http://www.mt-archive.info/50/NPL-1961-Lynch.pdf			477	
Discussion on paper 22					503	
Human translation and translation by machine, II	E. V. GLASERSFELD	http://www.mt-archive.info/50/NPL-1961-Glasersfeld.pdf			507	
Discussion on paper 31		http://www.mt-archive.info/50/NPL-1961-McDaniel-9.pdf			529	
Analysis by synthesis of natural languages	G. H. MATTHEWS	http://www.mt-archive.info/50/NPL-1961-Matthews.pdf			531	
Discussion on paper 10	On the semantical interpretation of linguistic entities that function structurally	http://www.mt-archive.info/50/NPL-1961-McDaniel-10.pdf			541	
On the semantical interpretation of linguistic entities that function structurally	ELINOR K. CHARNEY	http://www.mt-archive.info/50/NPL-1961-Charney.pdf			543	
Presentation and discussion of paper		http://www.mt-archive.info/50/NPL-1961-McDaniel-11.pdf			557	
The mechanical analysis of language	MICHAEL LEVISON	http://www.mt-archive.info/50/NPL-1961-Levison.pdf			561	
Discussion on paper		http://www.mt-archive.info/50/NPL-1961-Brown-1.pdf			575	
On the value of dependency connections	DAVID G. HAYS	http://www.mt-archive.info/50/NPL-1961-Hays.pdf			577	
Presentation and discussion of paper 32	Syntax in universal translation	http://www.mt-archive.info/50/NPL-1961-Brown-2.pdf			591	
Syntax in universal translation	ITIROO SAKAI	http://www.mt-archive.info/50/NPL-1961-Sakai.pdf			593	
Presentation and discussion of paper 26		http://www.mt-archive.info/50/NPL-1961-Brown-3.pdf			609	
Construction of a textual analysis algorithm with the aid of a computing machine	OLGA S. KULAGINA	http://www.mt-archive.info/50/NPL-1961-Kulagina.pdf			613	
Discussion on Miss Kulagina's paper		http://www.mt-archive.info/50/NPL-1961-Kulagina.pdf			613	
Introduction to an automatic English syntax(by fragmentation)	ROBERT TABORY	http://www.mt-archive.info/50/NPL-1961-Corbe.pdf			615	
Discussion on paper 35		http://www.mt-archive.info/50/NPL-1961-Davies-3.pdf			653	
Automatic linguistic analysis - a heuristic problem	PAUL L. GARVIN	http://www.mt-archive.info/50/NPL-1961-Garvin.pdf			655	
Discussion on paper 1		http://www.mt-archive.info/50/NPL-1961-Davies-4.pdf			670	
On the mechanization of syntactic analysis	SYDNEY McD. LAMB	http://www.mt-archive.info/50/NPL-1961-Lamb.pdf			673	
Presentation and discussion of paper 21		http://www.mt-archive.info/50/NPL-1961-Davies-5.pdf			685	
Procedures for the determination of distributional classes	KENNETH E. HARPER	http://www.mt-archive.info/50/NPL-1961-Harper.pdf			687	
Presentation and discussion of paper 5		http://www.mt-archive.info/50/NPL-1961-Davies-6.pdf			699	
An approach to the segmentation problem in speech analysis and language translation	GERARD SALTON and R. W. THORPE	http://www.mt-archive.info/50/NPL-1961-Salton.pdf			703	
Transformation criteria for the classification of predicative genitive constructions in Russian	DEAN S. WORTH	http://www.mt-archive.info/50/NPL-1961-Worth.pdf			725	
List of delegates		http://www.mt-archive.info/50/NPL-1961-participants.pdf			737	
